Vehicle_ID,State,Vehicle_Type,Fuel_Type,EV_Status,Manufacturer,Model,Year_of_Manufacture,Units_Sold,Price,Mileage_kmpl,CO2_Emission_g_km,Registration_City
V0249,West Bengal,Auto,Electric,Yes,Bajaj,Chetak,2010,2760,1748401,0.0,0.0,Mumbai
V0250,Maharashtra,Car,Diesel,No,Kia,Seltos,2013,403,452769,16.7,166.5,Lucknow
V0251,Maharashtra,SUV,Electric,Yes,Tata,Punch,2024,9597,1475868,0.0,0.0,Kochi
V0252,Madhya Pradesh,Bike,Diesel,No,Bajaj,Pulsar,2014,6278,368645,21.3,148.6,Mumbai
V0253,Maharashtra,Auto,Petrol,No,Piaggio,Porter,2011,13047,599054,29.0,174.0,Kochi
V0254,Telangana,SUV,Petrol,No,Mahindra,Bolero,2015,12110,1680065,29.0,171.5,Jaipur
V0255,Jharkhand,Auto,Diesel,No,TVS,Jupiter,2018,14065,1985108,23.9,197.1,Hyderabad
V0256,Haryana,Bus,Hybrid,No,Tata,Tiago,2021,4387,921251,29.3,104.5,Jaipur
V0257,Maharashtra,Bus,Hybrid,No,Ashok Leyland,Dost,2021,325,383159,29.5,116.4,Ahmedabad
V0258,Chhattisgarh,Van,Electric,Yes,Tata,Punch,2016,3114,1145215,0.0,0.0,Kolkata
V0259,Punjab,Truck,Electric,Yes,Tata,Punch,2010,4236,1972237,0.0,0.0,Jaipur
V0260,Chhattisgarh,Car,Diesel,No,Toyota,Innova,2014,5272,1303514,10.3,183.0,Jaipur
V0261,Jharkhand,Truck,Diesel,No,Tata,Nexon,2019,6536,493638,17.3,164.1,Kolkata
V0262,Punjab,SUV,Diesel,No,Hyundai,i20,2013,2589,1325092,23.2,174.1,Jaipur
V0263,West Bengal,Truck,Diesel,No,Ashok Leyland,Captain,2022,7480,1417086,23.7,104.9,Chennai
V0264,Madhya Pradesh,Car,Petrol,No,Toyota,Fortuner,2021,127,1477448,23.0,130.6,Kolkata
V0265,Andhra Pradesh,Bus,Diesel,No,Tata,Nexon,2021,9113,1195238,24.7,166.3,Lucknow
V0266,Kerala,Truck,Hybrid,No,Mahindra,Jeeto,2017,7301,1146546,19.3,151.1,Chennai
V0267,Delhi,Auto,Hybrid,No,TVS,Jupiter,2020,1645,334126,29.8,105.6,Ahmedabad
V0268,Madhya Pradesh,Bike,Diesel,No,Royal Enfield,Classic 350,2015,14392,2476025,10.5,170.9,Hyderabad
V0269,Maharashtra,Van,Hybrid,No,Tata,Punch,2016,8849,2118058,22.9,159.2,Lucknow
V0270,Punjab,Auto,Petrol,No,TVS,Jupiter,2014,1289,2308776,28.6,101.4,Kochi
V0271,Uttarakhand,Auto,Hybrid,No,Piaggio,Ape,2012,9812,357071,16.7,156.5,Bengaluru
V0272,Assam,Car,Electric,Yes,Hyundai,i20,2011,5775,129051,0.0,0.0,Mumbai
V0273,Telangana,Bus,Petrol,No,Tata,Tiago,2020,14782,1434910,22.2,199.0,Ahmedabad
V0274,Haryana,Bus,Petrol,No,Ashok Leyland,Dost,2013,5918,384925,28.8,184.7,Hyderabad
V0275,Telangana,Bus,Electric,Yes,Volvo,9400,2021,10202,718538,0.0,0.0,Kochi
V0276,Madhya Pradesh,SUV,Petrol,No,Hyundai,Venue,2016,1299,1419267,25.9,179.8,Kolkata
V0277,Gujarat,Bike,Electric,Yes,Honda,City,2015,2194,1851578,0.0,0.0,Bengaluru
V0278,Andhra Pradesh,Van,Hybrid,No,Force Motors,Gurkha,2022,14215,2019404,27.9,146.9,Kochi
V0279,Rajasthan,Van,Diesel,No,Maruti,Baleno,2012,5593,767562,21.8,122.6,Delhi
V0280,Uttar Pradesh,Van,Diesel,No,Tata,Tiago,2015,6699,224400,10.7,139.2,Hyderabad
V0281,Bihar,SUV,Hybrid,No,Hyundai,Venue,2016,11445,666890,22.0,167.8,Kochi
V0282,Odisha,Auto,Hybrid,No,Bajaj,Pulsar,2011,9839,587922,29.5,168.2,Mumbai
V0283,Jharkhand,Auto,Hybrid,No,Piaggio,Porter,2024,6716,670429,22.4,171.7,Mumbai
V0284,Punjab,Auto,Hybrid,No,Piaggio,Ape,2012,7403,1625265,27.1,104.3,Lucknow
V0285,Uttar Pradesh,Bike,Hybrid,No,TVS,Apache,2017,8053,1227828,13.5,177.7,Ahmedabad
V0286,Bihar,SUV,Hybrid,No,MG,Astor,2012,1901,571151,15.5,148.8,Delhi
V0287,Uttar Pradesh,Van,Hybrid,No,Maruti,Ertiga,2012,179,1225266,23.7,124.0,Chennai
V0288,West Bengal,Auto,Electric,Yes,TVS,Apache,2023,1967,894783,0.0,0.0,Delhi
V0289,Odisha,Auto,Hybrid,No,TVS,Apache,2019,14006,1237337,15.6,128.1,Lucknow
V0290,Maharashtra,SUV,Petrol,No,MG,Hector,2012,1076,2366489,19.4,107.3,Mumbai
V0291,Karnataka,Bus,Electric,Yes,Volvo,9600,2016,272,2358639,0.0,0.0,Chennai
V0292,Punjab,Auto,Hybrid,No,Piaggio,Porter,2017,13680,2191816,17.8,193.4,Jaipur
V0293,Odisha,Van,Hybrid,No,Force Motors,Traveller,2024,9284,1494671,16.7,166.8,Mumbai
V0294,Madhya Pradesh,Bus,Petrol,No,Tata,Punch,2023,3988,2272937,13.9,158.7,Chennai
V0295,Chhattisgarh,Car,Petrol,No,Honda,City,2017,12460,297726,16.4,159.5,Delhi
V0296,Bihar,Car,Petrol,No,Tata,Punch,2014,7888,975268,21.1,133.4,Ahmedabad
V0297,Rajasthan,Bus,Electric,Yes,Tata,Tiago,2022,9621,2466842,0.0,0.0,Jaipur
V0298,Uttar Pradesh,Bike,Petrol,No,Royal Enfield,Classic 350,2022,133,497390,20.7,171.8,Hyderabad
V0299,Madhya Pradesh,Truck,Electric,Yes,Eicher,Pro 3015,2014,3704,1548154,0.0,0.0,Mumbai
V0300,Kerala,Van,Diesel,No,Force Motors,Gurkha,2011,13874,2414518,27.6,157.5,Lucknow
V0301,Gujarat,Car,Petrol,No,Toyota,Innova,2016,9238,1891570,16.0,106.0,Hyderabad
V0302,West Bengal,Auto,Petrol,No,Piaggio,Porter,2010,10388,2451559,17.7,112.6,Jaipur
V0303,Chhattisgarh,Truck,Petrol,No,Mahindra,Jeeto,2022,4100,1890978,23.6,192.5,Bengaluru
V0304,Uttarakhand,Bus,Electric,Yes,Ashok Leyland,Captain,2011,13116,1100250,0.0,0.0,Mumbai
V0305,Bihar,Van,Petrol,No,Maruti,Swift,2023,8574,735252,27.9,142.1,Mumbai
V0306,Andhra Pradesh,SUV,Diesel,No,Hyundai,Venue,2017,10603,652868,27.8,180.7,Mumbai
V0307,Delhi,Auto,Electric,Yes,Piaggio,Ape,2019,9162,2308560,0.0,0.0,Lucknow
V0308,Jharkhand,Van,Hybrid,No,Force Motors,Gurkha,2016,8290,209492,19.3,134.0,Mumbai
V0309,Uttar Pradesh,Van,Electric,Yes,Maruti,Baleno,2020,9446,1103999,0.0,0.0,Kolkata
V0310,Punjab,Car,Petrol,No,Honda,City,2017,11779,1193764,16.8,195.3,Delhi
V0311,Bihar,SUV,Diesel,No,Hyundai,i20,2022,13979,1351810,25.8,160.7,Jaipur
V0312,Uttarakhand,SUV,Diesel,No,Hyundai,i20,2022,2408,977898,20.8,142.0,Bengaluru
V0313,Rajasthan,Van,Hybrid,No,Maruti,Alto,2016,1779,1359268,23.7,197.8,Chennai
V0314,Delhi,SUV,Electric,Yes,Mahindra,Jeeto,2017,1347,745202,0.0,0.0,Delhi
V0315,Tamil Nadu,Bike,Diesel,No,Royal Enfield,Hunter 350,2022,1564,2465188,25.2,159.3,Hyderabad
V0316,Odisha,Van,Petrol,No,Tata,Nexon,2020,3278,246992,12.2,169.7,Mumbai
V0317,West Bengal,Bike,Petrol,No,Royal Enfield,Classic 350,2013,14520,1559917,18.3,142.0,Ahmedabad
V0318,Madhya Pradesh,Truck,Electric,Yes,Ashok Leyland,Captain,2023,9983,1499422,0.0,0.0,Lucknow
V0319,Uttarakhand,Bike,Hybrid,No,Royal Enfield,Hunter 350,2024,6288,2135852,20.3,162.5,Jaipur
V0320,Karnataka,Van,Electric,Yes,Force Motors,Traveller,2013,12914,772360,0.0,0.0,Kolkata
V0321,Chhattisgarh,Van,Diesel,No,Force Motors,Gurkha,2020,7592,1650887,29.8,152.2,Lucknow
V0322,Rajasthan,Truck,Diesel,No,Eicher,Pro 3015,2022,1340,982586,19.6,113.1,Mumbai
V0323,Maharashtra,Van,Petrol,No,Maruti,Baleno,2023,11701,2084727,16.0,152.8,Hyderabad
V0324,Kerala,SUV,Electric,Yes,MG,Astor,2010,1421,439463,0.0,0.0,Chennai
V0325,Kerala,Bus,Petrol,No,Tata,Nexon,2016,2008,425646,10.1,177.4,Chennai
V0326,Gujarat,SUV,Diesel,No,Mahindra,Jeeto,2024,12070,1363401,28.5,120.8,Kochi
V0327,Karnataka,Bus,Electric,Yes,Ashok Leyland,Captain,2020,9177,2207877,0.0,0.0,Chennai
V0328,Uttar Pradesh,Truck,Diesel,No,Tata,Nexon,2012,1245,1665567,17.7,135.9,Jaipur
V0329,Odisha,Auto,Petrol,No,TVS,Apache,2024,2700,2100187,23.7,135.5,Kolkata
V0330,Madhya Pradesh,Truck,Petrol,No,Mahindra,Jeeto,2019,13197,460478,24.4,128.1,Hyderabad
V0331,Madhya Pradesh,Truck,Petrol,No,Tata,Tiago,2016,6489,1355847,26.7,167.2,Mumbai
V0332,Delhi,Car,Electric,Yes,Kia,Seltos,2012,3867,153019,0.0,0.0,Mumbai
V0333,Punjab,Auto,Petrol,No,Piaggio,Ape,2013,14392,236690,10.1,178.5,Hyderabad
V0334,Odisha,Car,Electric,Yes,Honda,City,2024,3256,2046886,0.0,0.0,Delhi
V0335,Maharashtra,Car,Petrol,No,Toyota,Innova,2024,6219,189109,19.7,103.3,Ahmedabad
V0336,Telangana,Bus,Petrol,No,Ashok Leyland,Dost,2012,1544,1829917,22.8,120.7,Jaipur
V0337,Madhya Pradesh,Car,Electric,Yes,Toyota,Innova,2018,4282,1505306,0.0,0.0,Jaipur
V0338,Gujarat,Auto,Petrol,No,Piaggio,Ape,2010,9559,1899679,27.2,131.1,Kochi
V0339,Andhra Pradesh,Auto,Petrol,No,TVS,Apache,2011,13740,190278,10.6,175.7,Jaipur
V0340,Rajasthan,Truck,Hybrid,No,Ashok Leyland,Captain,2021,11804,735852,28.3,132.4,Delhi
V0341,Odisha,Truck,Petrol,No,Tata,Tiago,2020,10359,365564,15.1,178.1,Mumbai
V0342,Karnataka,Auto,Hybrid,No,Piaggio,Porter,2020,1593,365898,10.3,149.0,Ahmedabad
V0343,Assam,SUV,Diesel,No,MG,Hector,2024,13454,1749554,15.8,149.2,Lucknow
V0344,Madhya Pradesh,SUV,Petrol,No,Hyundai,Creta,2020,7513,1265204,22.2,140.3,Kochi
V0345,Andhra Pradesh,SUV,Diesel,No,MG,Hector,2014,2240,2061307,11.0,146.2,Kochi
V0346,Rajasthan,Car,Diesel,No,Toyota,Innova,2024,4542,1654667,27.5,150.3,Lucknow
V0347,Gujarat,Bike,Diesel,No,Royal Enfield,Hunter 350,2012,9585,1869498,27.9,184.9,Bengaluru
V0348,Chhattisgarh,Auto,Petrol,No,Piaggio,Ape,2023,599,611333,26.2,164.4,Kochi
V0349,West Bengal,Truck,Hybrid,No,Tata,Punch,2017,5723,248255,15.3,144.5,Mumbai
V0350,Rajasthan,Bike,Electric,Yes,Hero,Splendor,2015,11999,1651817,0.0,0.0,Kochi
V0351,Andhra Pradesh,Truck,Petrol,No,Mahindra,Jeeto,2024,11333,2241428,27.3,109.2,Lucknow
V0352,Rajasthan,Car,Electric,Yes,Hyundai,Creta,2019,10486,2475685,0.0,0.0,Hyderabad
V0353,Tamil Nadu,Bike,Petrol,No,TVS,Apache,2012,10407,1078429,10.3,119.7,Delhi
V0354,Delhi,Auto,Diesel,No,Bajaj,Pulsar,2021,2327,2013904,29.3,133.5,Kolkata
V0355,Maharashtra,Car,Hybrid,No,Maruti,Baleno,2023,4501,689373,19.9,157.9,Kochi
V0356,Uttarakhand,Bus,Hybrid,No,Ashok Leyland,Captain,2014,6817,1523862,11.5,115.1,Chennai
V0357,Maharashtra,Car,Diesel,No,Kia,Sonet,2010,8974,1649997,19.9,104.5,Delhi
V0358,West Bengal,Car,Petrol,No,Toyota,Innova,2023,3386,2208279,29.4,143.4,Mumbai
V0359,Jharkhand,Bus,Petrol,No,Tata,Tiago,2010,3426,313299,28.5,160.9,Kochi
V0360,Telangana,Van,Hybrid,No,Maruti,Ertiga,2016,8946,2243889,24.6,120.0,Hyderabad
V0361,Bihar,Van,Diesel,No,Maruti,Ertiga,2018,3399,456762,11.1,170.8,Delhi
V0362,Tamil Nadu,Car,Electric,Yes,Toyota,Fortuner,2011,3295,2155518,0.0,0.0,Kolkata
V0363,Delhi,Bike,Petrol,No,TVS,Jupiter,2017,7467,2059999,25.8,161.0,Hyderabad
V0364,Odisha,Bus,Petrol,No,Ashok Leyland,Captain,2010,13217,1049560,19.5,167.3,Delhi
V0365,Bihar,Van,Diesel,No,Tata,Tiago,2018,13495,2250939,18.9,160.0,Kochi
V0366,Kerala,SUV,Petrol,No,Tata,Punch,2011,2474,992375,10.1,153.8,Kochi
V0367,Delhi,Car,Electric,Yes,Hyundai,i20,2012,6544,1098245,0.0,0.0,Kochi
V0368,Karnataka,Car,Electric,Yes,Maruti,Alto,2021,10085,838744,0.0,0.0,Delhi
V0369,Tamil Nadu,Truck,Electric,Yes,Tata,Tiago,2020,12019,2372257,0.0,0.0,Hyderabad
V0370,Kerala,Car,Diesel,No,Toyota,Fortuner,2012,6848,577286,22.3,126.7,Bengaluru
V0371,Haryana,Car,Hybrid,No,Toyota,Fortuner,2014,14135,573807,11.8,159.5,Chennai
V0372,Rajasthan,Bus,Hybrid,No,Volvo,9400,2015,2131,1063192,25.8,107.4,Kolkata
V0373,Assam,Auto,Petrol,No,Bajaj,Pulsar,2023,4720,1422650,22.1,174.3,Ahmedabad
V0374,Gujarat,Van,Diesel,No,Tata,Tiago,2018,3715,449990,10.2,172.0,Kochi
V0375,Rajasthan,Auto,Hybrid,No,TVS,Jupiter,2024,14443,1515623,15.4,192.1,Kolkata
V0376,Karnataka,Auto,Petrol,No,Piaggio,Ape,2024,6881,598351,20.2,183.6,Jaipur
V0377,Punjab,Car,Hybrid,No,Toyota,Innova,2020,14204,2110638,25.8,189.7,Kochi
V0378,Odisha,SUV,Diesel,No,Hyundai,Creta,2017,10383,1594176,10.6,116.2,Bengaluru
V0379,Kerala,Bike,Electric,Yes,Bajaj,Pulsar,2017,2443,416570,0.0,0.0,Chennai
V0380,Tamil Nadu,SUV,Diesel,No,Mahindra,Jeeto,2018,7710,2489481,17.1,153.1,Hyderabad
V0381,Uttarakhand,Car,Electric,Yes,Hyundai,Creta,2016,4409,1345166,0.0,0.0,Lucknow
V0382,Delhi,Bus,Electric,Yes,Tata,Punch,2014,11356,2247173,0.0,0.0,Ahmedabad
V0383,Gujarat,Van,Diesel,No,Tata,Tiago,2014,8106,2495962,24.2,194.6,Lucknow
V0384,Rajasthan,Bus,Hybrid,No,Tata,Nexon,2011,2456,1939091,29.6,185.8,Delhi
V0385,Gujarat,Bus,Petrol,No,Volvo,9400,2019,1810,568651,25.9,190.3,Chennai
V0386,Gujarat,Auto,Hybrid,No,TVS,Apache,2011,1835,1744095,28.3,120.2,Ahmedabad
V0387,Uttar Pradesh,Car,Hybrid,No,Hyundai,i20,2010,9702,1013644,10.0,186.4,Mumbai
V0388,Uttar Pradesh,SUV,Petrol,No,Tata,Tiago,2023,10554,1590353,18.3,159.9,Delhi
V0389,Gujarat,Car,Petrol,No,Tata,Tiago,2021,761,2087227,10.2,103.5,Delhi
V0390,Kerala,Car,Electric,Yes,Hyundai,Venue,2013,2502,1926876,0.0,0.0,Ahmedabad
V0391,Odisha,Van,Diesel,No,Tata,Tiago,2012,3389,1006338,23.2,106.6,Jaipur
V0392,Gujarat,Auto,Electric,Yes,Bajaj,Pulsar,2022,13773,2117213,0.0,0.0,Bengaluru
V0393,Kerala,Van,Hybrid,No,Force Motors,Gurkha,2021,969,2422121,16.9,193.5,Bengaluru
V0394,Maharashtra,Van,Electric,Yes,Maruti,Swift,2020,440,961130,0.0,0.0,Bengaluru
V0395,Punjab,Auto,Petrol,No,Piaggio,Porter,2020,1555,1770518,29.1,108.0,Kochi
V0396,Odisha,SUV,Hybrid,No,MG,Astor,2016,5537,2010506,19.6,162.3,Mumbai
V0397,Maharashtra,SUV,Diesel,No,MG,Hector,2024,9686,2121655,29.2,167.0,Lucknow
V0398,Maharashtra,Truck,Hybrid,No,Mahindra,Bolero,2017,3224,381179,14.3,107.2,Chennai
V0399,Delhi,SUV,Petrol,No,Tata,Punch,2010,10604,1312762,24.2,166.4,Mumbai
V0400,Odisha,Bike,Petrol,No,Royal Enfield,Hunter 350,2021,10356,1411517,20.0,176.1,Chennai
V0401,Bihar,Bike,Petrol,No,Royal Enfield,Hunter 350,2018,2425,114235,23.8,138.1,Mumbai
V0402,Uttarakhand,Truck,Hybrid,No,Ashok Leyland,Captain,2012,9627,751004,17.3,146.6,Lucknow
V0403,Karnataka,Bike,Petrol,No,Royal Enfield,Hunter 350,2014,14237,1861981,26.1,168.7,Bengaluru
V0404,Odisha,SUV,Diesel,No,MG,Astor,2017,11106,2222346,23.6,182.8,Hyderabad
V0405,Chhattisgarh,Van,Hybrid,No,Tata,Nexon,2022,8678,1051741,19.5,179.4,Chennai
V0406,Punjab,Truck,Diesel,No,Tata,Punch,2014,1088,1088672,24.8,134.4,Bengaluru
V0407,Haryana,Auto,Hybrid,No,TVS,Jupiter,2016,9308,1321717,10.8,107.8,Lucknow
V0408,Karnataka,Van,Electric,Yes,Maruti,Alto,2014,13871,595118,0.0,0.0,Kolkata
V0409,Kerala,Auto,Petrol,No,Bajaj,Chetak,2015,1612,179926,29.3,148.3,Mumbai
V0410,Madhya Pradesh,Van,Electric,Yes,Force Motors,Gurkha,2022,11379,202470,0.0,0.0,Bengaluru
V0411,Delhi,Bike,Petrol,No,Royal Enfield,Classic 350,2010,6418,2163939,22.2,184.2,Ahmedabad
V0412,Madhya Pradesh,Auto,Hybrid,No,TVS,Apache,2012,12665,2474714,12.9,194.2,Kochi
V0413,Delhi,Bus,Electric,Yes,Tata,Nexon,2015,6671,754667,0.0,0.0,Jaipur
V0414,Uttar Pradesh,Car,Hybrid,No,Hyundai,Creta,2014,5722,1893914,13.3,126.7,Hyderabad
V0415,Maharashtra,Bike,Petrol,No,Royal Enfield,Hunter 350,2010,6712,560436,14.0,183.8,Chennai
V0416,Uttarakhand,Car,Petrol,No,Maruti,Baleno,2017,13411,788234,28.4,169.8,Jaipur
V0417,Haryana,Van,Diesel,No,Maruti,Swift,2023,6319,256500,18.5,106.5,Hyderabad
V0418,Kerala,Bus,Electric,Yes,Tata,Nexon,2020,2751,1609879,0.0,0.0,Kochi
V0419,Assam,Truck,Electric,Yes,Mahindra,Bolero,2021,9818,794062,0.0,0.0,Mumbai
V0420,Tamil Nadu,Bike,Diesel,No,Bajaj,Chetak,2021,6313,1099837,10.4,133.7,Mumbai
V0421,Uttar Pradesh,Bike,Hybrid,No,Royal Enfield,Hunter 350,2012,14967,1529644,11.2,121.6,Lucknow
V0422,Gujarat,Auto,Diesel,No,TVS,Apache,2024,13682,251321,11.1,143.5,Hyderabad
V0423,Bihar,Car,Hybrid,No,Hyundai,Venue,2014,10754,1950264,18.9,100.8,Hyderabad
V0424,Rajasthan,Auto,Diesel,No,Bajaj,Chetak,2014,5719,806622,18.9,130.7,Ahmedabad
V0425,Uttarakhand,SUV,Hybrid,No,MG,Hector,2023,1733,2224528,10.6,127.9,Chennai
V0426,Andhra Pradesh,Bus,Hybrid,No,Tata,Nexon,2017,8632,554443,11.2,167.8,Hyderabad
V0427,Chhattisgarh,Van,Petrol,No,Tata,Nexon,2024,3746,1292418,22.6,194.2,Delhi
V0428,Maharashtra,Bike,Diesel,No,Bajaj,Chetak,2023,3430,635638,24.7,146.8,Jaipur
V0429,Maharashtra,Auto,Diesel,No,Piaggio,Porter,2013,1721,620527,17.2,190.8,Lucknow
V0430,Uttar Pradesh,Car,Petrol,No,Honda,City,2014,7257,2149876,20.9,133.3,Mumbai
V0431,West Bengal,Bus,Petrol,No,Volvo,9400,2020,382,1795072,29.9,120.2,Kolkata
V0432,Uttar Pradesh,Car,Diesel,No,Hyundai,i20,2015,1540,129448,21.7,101.1,Hyderabad
V0433,Gujarat,Auto,Hybrid,No,Piaggio,Porter,2010,5622,1162029,13.2,147.8,Kolkata
V0434,Assam,Car,Hybrid,No,Maruti,Alto,2010,2545,2240754,19.3,134.0,Lucknow
V0435,Karnataka,SUV,Diesel,No,Hyundai,Creta,2018,2659,2326784,14.9,192.1,Delhi
V0436,Gujarat,Car,Diesel,No,Hyundai,Venue,2020,6041,2180699,13.4,155.1,Ahmedabad
V0437,Gujarat,Bus,Hybrid,No,Tata,Nexon,2023,13307,1511420,14.5,142.6,Chennai
V0438,Chhattisgarh,Bus,Electric,Yes,Volvo,9400,2018,12975,1129899,0.0,0.0,Hyderabad
V0439,Bihar,Van,Diesel,No,Force Motors,Gurkha,2012,9402,1297286,10.6,161.1,Kochi
V0440,Kerala,Bus,Electric,Yes,Ashok Leyland,Captain,2018,8320,1075773,0.0,0.0,Bengaluru
V0441,Odisha,Auto,Electric,Yes,Bajaj,Chetak,2023,2823,246695,0.0,0.0,Lucknow
V0442,Tamil Nadu,Auto,Petrol,No,Bajaj,Pulsar,2013,5688,2280413,27.0,159.0,Chennai
V0443,Andhra Pradesh,Van,Electric,Yes,Force Motors,Gurkha,2011,8660,1624663,0.0,0.0,Hyderabad
V0444,Uttarakhand,Van,Electric,Yes,Maruti,Ertiga,2023,14240,2392372,0.0,0.0,Chennai
V0445,Tamil Nadu,Truck,Diesel,No,Ashok Leyland,Captain,2016,600,1364270,14.0,168.0,Jaipur
V0446,Telangana,Bike,Petrol,No,TVS,Apache,2016,9605,521898,11.0,156.7,Jaipur
V0447,Gujarat,Bus,Electric,Yes,Volvo,9400,2013,2880,1695125,0.0,0.0,Kolkata
V0448,Punjab,Car,Electric,Yes,Kia,Sonet,2016,13076,1815994,0.0,0.0,Jaipur
V0449,Karnataka,Auto,Hybrid,No,Bajaj,Chetak,2024,6515,2129909,17.8,122.3,Kolkata
V0450,Telangana,Bus,Hybrid,No,Tata,Punch,2024,4460,1855857,13.2,119.6,Ahmedabad
V0451,Tamil Nadu,SUV,Hybrid,No,MG,Hector,2021,5719,1316508,28.0,166.0,Ahmedabad
V0452,Bihar,Bike,Hybrid,No,Honda,City,2023,6220,1747946,12.5,110.8,Mumbai
V0453,Jharkhand,Bike,Diesel,No,Honda,Amaze,2021,7422,689495,23.5,180.4,Jaipur
V0454,Delhi,Auto,Electric,Yes,Bajaj,Pulsar,2012,8220,1535537,0.0,0.0,Chennai
V0455,Kerala,Van,Electric,Yes,Tata,Punch,2017,4185,1266262,0.0,0.0,Kolkata
V0456,Karnataka,Bike,Petrol,No,Royal Enfield,Hunter 350,2018,700,125022,24.7,101.6,Kochi
V0457,Odisha,Car,Petrol,No,Hyundai,Venue,2017,6070,1363794,22.8,144.6,Mumbai
V0458,Uttar Pradesh,Truck,Diesel,No,Ashok Leyland,Dost,2021,7096,1691552,19.9,147.1,Lucknow
V0459,Uttar Pradesh,Auto,Hybrid,No,Piaggio,Porter,2011,1580,2268409,20.7,104.3,Hyderabad
V0460,Kerala,Truck,Hybrid,No,Ashok Leyland,Dost,2016,4033,224771,14.4,173.6,Lucknow
V0461,Rajasthan,Bus,Diesel,No,Volvo,9600,2024,11639,1476304,25.0,140.5,Mumbai
V0462,West Bengal,Van,Petrol,No,Force Motors,Traveller,2024,14164,729758,29.9,134.2,Hyderabad
V0463,Maharashtra,Car,Diesel,No,Kia,Seltos,2013,7887,2375780,16.2,121.2,Bengaluru
V0464,Tamil Nadu,Bike,Electric,Yes,Royal Enfield,Hunter 350,2014,12946,788844,0.0,0.0,Jaipur
V0465,Rajasthan,Truck,Electric,Yes,Tata,Nexon,2023,6517,897190,0.0,0.0,Hyderabad
V0466,Gujarat,Bus,Electric,Yes,Ashok Leyland,Captain,2015,3700,2009404,0.0,0.0,Delhi
V0467,Gujarat,Truck,Hybrid,No,Eicher,Pro 2049,2016,5307,1780244,13.5,125.0,Lucknow
V0468,Delhi,Bike,Electric,Yes,TVS,Jupiter,2013,8350,1592610,0.0,0.0,Delhi
V0469,Chhattisgarh,Bike,Diesel,No,TVS,Apache,2011,6982,421434,14.0,181.2,Hyderabad
V0470,Uttar Pradesh,Bike,Hybrid,No,Bajaj,Pulsar,2019,2188,640764,19.2,113.1,Jaipur
V0471,Kerala,Van,Hybrid,No,Maruti,Alto,2017,5532,944311,26.5,121.5,Lucknow
V0472,Rajasthan,Auto,Diesel,No,Bajaj,Pulsar,2017,14486,2177698,16.5,111.9,Lucknow
V0473,Delhi,Van,Hybrid,No,Maruti,Ertiga,2014,10653,381553,11.3,149.6,Bengaluru
V0474,Tamil Nadu,Van,Petrol,No,Force Motors,Traveller,2012,7209,1575452,24.4,120.7,Chennai
V0475,Madhya Pradesh,Auto,Petrol,No,Bajaj,Pulsar,2013,8695,440777,25.8,160.2,Delhi
V0476,Madhya Pradesh,Truck,Diesel,No,Ashok Leyland,Dost,2018,8698,1299167,11.4,175.8,Kochi
V0477,Uttar Pradesh,Truck,Electric,Yes,Eicher,Pro 3015,2015,11516,1783369,0.0,0.0,Chennai
V0478,Punjab,Truck,Diesel,No,Ashok Leyland,Captain,2019,1123,784734,17.4,146.4,Chennai
V0479,Punjab,Van,Electric,Yes,Tata,Punch,2023,6393,938481,0.0,0.0,Lucknow
V0480,Jharkhand,Car,Hybrid,No,Tata,Punch,2010,13799,1143709,18.3,197.9,Bengaluru
V0481,West Bengal,Car,Hybrid,No,Kia,Sonet,2023,703,2270985,16.9,112.0,Mumbai
V0482,Karnataka,Bus,Hybrid,No,Volvo,9600,2014,8449,2422294,29.5,134.8,Ahmedabad
V0483,Bihar,Truck,Electric,Yes,Tata,Nexon,2011,2964,1640529,0.0,0.0,Kochi
V0484,Gujarat,Van,Hybrid,No,Force Motors,Gurkha,2012,9148,1098820,19.5,110.2,Bengaluru
V0485,Tamil Nadu,Auto,Electric,Yes,Bajaj,Pulsar,2021,14440,1418923,0.0,0.0,Bengaluru
V0486,Tamil Nadu,Auto,Diesel,No,Piaggio,Porter,2016,8153,2304670,12.6,188.0,Kochi
V0487,Punjab,Auto,Petrol,No,TVS,Jupiter,2020,1724,1451179,13.2,173.6,Delhi
V0488,Chhattisgarh,Bike,Hybrid,No,Royal Enfield,Hunter 350,2021,14180,1755961,15.5,170.6,Chennai
V0489,Uttarakhand,Truck,Petrol,No,Eicher,Pro 3015,2011,5057,1150509,11.7,194.3,Hyderabad
V0490,Kerala,Auto,Petrol,No,Piaggio,Ape,2024,9520,752880,20.8,110.8,Kochi
V0491,West Bengal,Truck,Petrol,No,Ashok Leyland,Captain,2017,1297,2438041,25.6,160.5,Hyderabad
V0492,Karnataka,SUV,Electric,Yes,Tata,Punch,2011,14960,2122355,0.0,0.0,Kolkata
V0493,Haryana,Bike,Electric,Yes,Royal Enfield,Hunter 350,2015,12937,2379313,0.0,0.0,Delhi
V0494,Gujarat,Car,Petrol,No,Toyota,Fortuner,2020,3209,1735788,21.2,177.3,Hyderabad
V0495,Chhattisgarh,Truck,Hybrid,No,Ashok Leyland,Captain,2017,668,2219408,24.5,146.9,Kochi
V0496,Assam,Truck,Petrol,No,Ashok Leyland,Dost,2021,2038,1639879,30.0,127.0,Delhi
V0497,Gujarat,Bus,Hybrid,No,Volvo,9400,2021,12618,2337435,19.3,160.7,Mumbai
